locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCJPFIPA_03181	gene	1206	gltS			
NCJPFIPA_03181	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
NCJPFIPA_03182	gene	1392	xanP			
NCJPFIPA_03182	CDS	1392	xanP		COG2233	Xanthine permease XanP
NCJPFIPA_03183	gene	1710				
NCJPFIPA_03183	CDS	1710				hypothetical protein
NCJPFIPA_03184	gene	2319	yicI			
NCJPFIPA_03184	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
NCJPFIPA_03185	gene	1383	yicJ_2			
NCJPFIPA_03185	CDS	1383	yicJ_2		COG2211	Inner membrane symporter YicJ
NCJPFIPA_03186	gene	95				
NCJPFIPA_03186	tRNA	95				tRNA-SeC(tca)
NCJPFIPA_03187	gene	345				
NCJPFIPA_03187	CDS	345				hypothetical protein
NCJPFIPA_03188	gene	315	recF_2			
NCJPFIPA_03188	CDS	315	recF_2			DNA replication and repair protein RecF
NCJPFIPA_03189	gene	876				
NCJPFIPA_03189	CDS	876				hypothetical protein
NCJPFIPA_03190	gene	348				
NCJPFIPA_03190	CDS	348				hypothetical protein
NCJPFIPA_03191	gene	1038				
NCJPFIPA_03191	CDS	1038				hypothetical protein
NCJPFIPA_03192	gene	174				
NCJPFIPA_03192	CDS	174				hypothetical protein
NCJPFIPA_03193	gene	618	ecpR			
NCJPFIPA_03193	CDS	618	ecpR			HTH-type transcriptional regulator EcpR
NCJPFIPA_03194	gene	2868				
NCJPFIPA_03194	CDS	2868				hypothetical protein
NCJPFIPA_03195	gene	465				
NCJPFIPA_03195	CDS	465				hypothetical protein
NCJPFIPA_03196	gene	858				
NCJPFIPA_03196	CDS	858				hypothetical protein
NCJPFIPA_03197	gene	681	ycaC_1			
NCJPFIPA_03197	CDS	681	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
NCJPFIPA_03198	gene	480				
NCJPFIPA_03198	CDS	480				hypothetical protein
NCJPFIPA_03199	gene	93				
NCJPFIPA_03199	CDS	93				hypothetical protein
NCJPFIPA_03200	gene	2727	mgtB			
NCJPFIPA_03200	CDS	2727	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
NCJPFIPA_03201	gene	684	mgtC			
NCJPFIPA_03201	CDS	684	mgtC		COG1285	Protein MgtC
NCJPFIPA_03202	gene	903	yicL			
NCJPFIPA_03202	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
NCJPFIPA_03203	gene	942				
NCJPFIPA_03203	CDS	942				ISNCY family transposase ISRor2
NCJPFIPA_03204	gene	744	dgaF_2			
NCJPFIPA_03204	CDS	744	dgaF_2	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
NCJPFIPA_03205	gene	1110	dgaE_2			
NCJPFIPA_03205	CDS	1110	dgaE_2	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
NCJPFIPA_03206	gene	858	manZ_3			
NCJPFIPA_03206	CDS	858	manZ_3		COG3716	PTS system mannose-specific EIID component
NCJPFIPA_03207	gene	750	agaC_2			
NCJPFIPA_03207	CDS	750	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
NCJPFIPA_03208	gene	486	levE			
NCJPFIPA_03208	CDS	486	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
NCJPFIPA_03209	gene	426				
NCJPFIPA_03209	CDS	426				hypothetical protein
NCJPFIPA_03210	gene	2799	dgaR_2			
NCJPFIPA_03210	CDS	2799	dgaR_2			Transcriptional regulatory protein DagR
NCJPFIPA_03211	gene	294				
NCJPFIPA_03211	CDS	294				hypothetical protein
NCJPFIPA_03212	gene	1383	gmuD			
NCJPFIPA_03212	CDS	1383	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
NCJPFIPA_03213	gene	1194	nepI			
NCJPFIPA_03213	CDS	1194	nepI		COG2814	Purine ribonucleoside efflux pump NepI
NCJPFIPA_03214	gene	360				
NCJPFIPA_03214	CDS	360				hypothetical protein
NCJPFIPA_03215	gene	324				
NCJPFIPA_03215	CDS	324				hypothetical protein
NCJPFIPA_03216	gene	270	ptsH_1			
NCJPFIPA_03216	CDS	270	ptsH_1			Phosphocarrier protein HPr
NCJPFIPA_03217	gene	861	fba			
NCJPFIPA_03217	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
NCJPFIPA_03218	gene	1485	glpK_2			
NCJPFIPA_03218	CDS	1485	glpK_2	2.7.1.30	COG0554	Glycerol kinase
NCJPFIPA_03219	gene	1359	gatC_3			
NCJPFIPA_03219	CDS	1359	gatC_3		COG3775	PTS system galactitol-specific EIIC component
NCJPFIPA_03220	gene	288	gatB_3			
NCJPFIPA_03220	CDS	288	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
NCJPFIPA_03221	gene	474	gatA_2			
NCJPFIPA_03221	CDS	474	gatA_2		COG1762	PTS system galactitol-specific EIIA component
NCJPFIPA_03222	gene	744	mngR_2			
NCJPFIPA_03222	CDS	744	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
NCJPFIPA_03223	gene	453				
NCJPFIPA_03223	CDS	453				hypothetical protein
NCJPFIPA_03224	gene	1392	uhpT			
NCJPFIPA_03224	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
NCJPFIPA_03225	gene	1329	uhpC_2			
NCJPFIPA_03225	CDS	1329	uhpC_2		COG2271	Membrane sensor protein UhpC
NCJPFIPA_03226	gene	1503	uhpB			
NCJPFIPA_03226	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
NCJPFIPA_03227	gene	591	uhpA			
NCJPFIPA_03227	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
NCJPFIPA_03228	gene	1014				
NCJPFIPA_03228	CDS	1014				hypothetical protein
NCJPFIPA_03229	gene	1317	fucP_2			
NCJPFIPA_03229	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
NCJPFIPA_03230	gene	921	rbsK_1			
NCJPFIPA_03230	CDS	921	rbsK_1	2.7.1.15		Ribokinase
NCJPFIPA_03231	gene	786	deoR_2			
NCJPFIPA_03231	CDS	786	deoR_2		COG1349	Deoxyribose operon repressor
NCJPFIPA_03232	gene	291	ilvN			
NCJPFIPA_03232	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
NCJPFIPA_03233	gene	1689	ilvB			
NCJPFIPA_03233	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
NCJPFIPA_03234	gene	99				
NCJPFIPA_03234	CDS	99				hypothetical protein
NCJPFIPA_03235	gene	90	tisB			
NCJPFIPA_03235	CDS	90	tisB			Small toxic protein TisB
NCJPFIPA_03236	gene	834				
NCJPFIPA_03236	CDS	834				hypothetical protein
NCJPFIPA_03237	gene	1185	emrD			
NCJPFIPA_03237	CDS	1185	emrD			Multidrug resistance protein D
NCJPFIPA_03238	gene	1062				
NCJPFIPA_03238	CDS	1062				hypothetical protein
NCJPFIPA_03239	gene	924	dsdC			
NCJPFIPA_03239	CDS	924	dsdC		COG0583	HTH-type transcriptional regulator DsdC
NCJPFIPA_03240	gene	1338	dsdX			
NCJPFIPA_03240	CDS	1338	dsdX			D-serine transporter DsdX
NCJPFIPA_03241	gene	1323	dsdA			
NCJPFIPA_03241	CDS	1323	dsdA	4.3.1.18	COG3048	D-serine dehydratase
NCJPFIPA_03242	gene	531	chuR_3			
NCJPFIPA_03242	CDS	531	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
NCJPFIPA_03243	gene	363	yidG			
NCJPFIPA_03243	CDS	363	yidG			Inner membrane protein YidG
NCJPFIPA_03244	gene	348	yidH			
NCJPFIPA_03244	CDS	348	yidH		COG2149	Inner membrane protein YidH
NCJPFIPA_03245	gene	1662	aspT_2			
NCJPFIPA_03245	CDS	1662	aspT_2			Aspartate/alanine antiporter
NCJPFIPA_03246	gene	429	ibpB			
NCJPFIPA_03246	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
NCJPFIPA_03247	gene	414	ibpA_2			
NCJPFIPA_03247	CDS	414	ibpA_2		COG0071	Small heat shock protein IbpA
NCJPFIPA_03248	gene	291				
NCJPFIPA_03248	CDS	291				hypothetical protein
NCJPFIPA_03249	gene	1227				
NCJPFIPA_03249	CDS	1227				hypothetical protein
NCJPFIPA_03250	gene	177	ccmH			
NCJPFIPA_03250	CDS	177	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
NCJPFIPA_03251	gene	1923				
NCJPFIPA_03251	CDS	1923				hypothetical protein
NCJPFIPA_03252	gene	1968				
NCJPFIPA_03252	CDS	1968				hypothetical protein
NCJPFIPA_03253	gene	903				
NCJPFIPA_03253	CDS	903				hypothetical protein
NCJPFIPA_03254	gene	225				
NCJPFIPA_03254	CDS	225				hypothetical protein
NCJPFIPA_03255	gene	252				
NCJPFIPA_03255	CDS	252				hypothetical protein
NCJPFIPA_03256	gene	366				
NCJPFIPA_03256	CDS	366				hypothetical protein
NCJPFIPA_03257	gene	330				
NCJPFIPA_03257	CDS	330				hypothetical protein
NCJPFIPA_03258	gene	1830				
NCJPFIPA_03258	CDS	1830				hypothetical protein
NCJPFIPA_03259	gene	1416				
NCJPFIPA_03259	CDS	1416				hypothetical protein
NCJPFIPA_03260	gene	690				
NCJPFIPA_03260	CDS	690				hypothetical protein
NCJPFIPA_03261	gene	456				
NCJPFIPA_03261	CDS	456				hypothetical protein
NCJPFIPA_03262	gene	639				
NCJPFIPA_03262	CDS	639				hypothetical protein
NCJPFIPA_03263	gene	1419				
NCJPFIPA_03263	CDS	1419				hypothetical protein
NCJPFIPA_03264	gene	501				
NCJPFIPA_03264	CDS	501				hypothetical protein
NCJPFIPA_03265	gene	210				
NCJPFIPA_03265	CDS	210				hypothetical protein
NCJPFIPA_03266	gene	1293				
NCJPFIPA_03266	CDS	1293				hypothetical protein
NCJPFIPA_03267	gene	912				
NCJPFIPA_03267	CDS	912				hypothetical protein
NCJPFIPA_03268	gene	2178				
NCJPFIPA_03268	CDS	2178				hypothetical protein
NCJPFIPA_03269	gene	1500				
NCJPFIPA_03269	CDS	1500				hypothetical protein
NCJPFIPA_03270	gene	489				
NCJPFIPA_03270	CDS	489				hypothetical protein
NCJPFIPA_03271	gene	405				
NCJPFIPA_03271	CDS	405				hypothetical protein
NCJPFIPA_03272	gene	390				
NCJPFIPA_03272	CDS	390				hypothetical protein
NCJPFIPA_03273	gene	243				
NCJPFIPA_03273	CDS	243				hypothetical protein
NCJPFIPA_03274	gene	522				
NCJPFIPA_03274	CDS	522				hypothetical protein
NCJPFIPA_03275	gene	471				
NCJPFIPA_03275	CDS	471				hypothetical protein
NCJPFIPA_03276	gene	438	rrrD			
NCJPFIPA_03276	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
NCJPFIPA_03277	gene	327				
NCJPFIPA_03277	CDS	327				hypothetical protein
NCJPFIPA_03278	gene	519				
NCJPFIPA_03278	CDS	519				hypothetical protein
NCJPFIPA_03279	gene	624				
NCJPFIPA_03279	CDS	624				hypothetical protein
NCJPFIPA_03280	gene	180				
NCJPFIPA_03280	CDS	180				hypothetical protein
NCJPFIPA_03281	gene	204				
NCJPFIPA_03281	CDS	204				hypothetical protein
NCJPFIPA_03282	gene	225				
NCJPFIPA_03282	CDS	225				hypothetical protein
NCJPFIPA_03283	gene	612				
NCJPFIPA_03283	CDS	612				hypothetical protein
NCJPFIPA_03284	gene	177				
NCJPFIPA_03284	CDS	177				hypothetical protein
NCJPFIPA_03285	gene	333				
NCJPFIPA_03285	CDS	333				hypothetical protein
NCJPFIPA_03286	gene	438				
NCJPFIPA_03286	CDS	438				hypothetical protein
NCJPFIPA_03287	gene	1377	dnaB_2			
NCJPFIPA_03287	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
NCJPFIPA_03288	gene	816				
NCJPFIPA_03288	CDS	816				hypothetical protein
NCJPFIPA_03289	gene	147				
NCJPFIPA_03289	CDS	147				hypothetical protein
NCJPFIPA_03290	gene	279				
NCJPFIPA_03290	CDS	279				hypothetical protein
NCJPFIPA_03291	gene	186				
NCJPFIPA_03291	CDS	186				hypothetical protein
NCJPFIPA_03292	gene	360				
NCJPFIPA_03292	CDS	360			COG1974	putative HTH-type transcriptional regulator
NCJPFIPA_03293	gene	303				
NCJPFIPA_03293	CDS	303				hypothetical protein
NCJPFIPA_03294	gene	579				
NCJPFIPA_03294	CDS	579				hypothetical protein
NCJPFIPA_03295	gene	201				
NCJPFIPA_03295	CDS	201				hypothetical protein
NCJPFIPA_03296	gene	243				
NCJPFIPA_03296	CDS	243				hypothetical protein
NCJPFIPA_03297	gene	291				
NCJPFIPA_03297	CDS	291				hypothetical protein
NCJPFIPA_03298	gene	126				
NCJPFIPA_03298	CDS	126				hypothetical protein
NCJPFIPA_03299	gene	189				
NCJPFIPA_03299	CDS	189				hypothetical protein
NCJPFIPA_03300	gene	144				
NCJPFIPA_03300	CDS	144				hypothetical protein
NCJPFIPA_03301	gene	708				
NCJPFIPA_03301	CDS	708				hypothetical protein
NCJPFIPA_03302	gene	285				
NCJPFIPA_03302	CDS	285				hypothetical protein
NCJPFIPA_03303	gene	294				
NCJPFIPA_03303	CDS	294				hypothetical protein
NCJPFIPA_03304	gene	399				
NCJPFIPA_03304	CDS	399				hypothetical protein
NCJPFIPA_03305	gene	300				
NCJPFIPA_03305	CDS	300				hypothetical protein
NCJPFIPA_03306	gene	450				
NCJPFIPA_03306	CDS	450				hypothetical protein
NCJPFIPA_03307	gene	474				
NCJPFIPA_03307	CDS	474				hypothetical protein
NCJPFIPA_03308	gene	396				
NCJPFIPA_03308	CDS	396				hypothetical protein
NCJPFIPA_03309	gene	138				
NCJPFIPA_03309	CDS	138				hypothetical protein
NCJPFIPA_03310	gene	1164	xerD_2			
NCJPFIPA_03310	CDS	1164	xerD_2			Tyrosine recombinase XerD
NCJPFIPA_03311	gene	76				
NCJPFIPA_03311	tRNA	76				tRNA-Thr(cgt)
NCJPFIPA_03312	gene	1251	proA			
NCJPFIPA_03312	CDS	1251	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NCJPFIPA_03313	gene	1104	proB			
NCJPFIPA_03313	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
NCJPFIPA_03314	gene	1053	phoE			
NCJPFIPA_03314	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
NCJPFIPA_03315	gene	402	crl			
NCJPFIPA_03315	CDS	402	crl			Sigma factor-binding protein Crl
NCJPFIPA_03316	gene	1245				
NCJPFIPA_03316	CDS	1245				hypothetical protein
NCJPFIPA_03317	gene	459	gpt			
NCJPFIPA_03317	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
NCJPFIPA_03318	gene	1458	pepD			
NCJPFIPA_03318	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
NCJPFIPA_03319	gene	615	prfB_2			
NCJPFIPA_03319	CDS	615	prfB_2		COG1186	Peptide chain release factor RF2
NCJPFIPA_03320	gene	162				
NCJPFIPA_03320	CDS	162				hypothetical protein
NCJPFIPA_03321	gene	975	rtcB_2			
NCJPFIPA_03321	CDS	975	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
NCJPFIPA_03322	gene	1056	dinB			
NCJPFIPA_03322	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
NCJPFIPA_03323	gene	741				
NCJPFIPA_03323	CDS	741				hypothetical protein
NCJPFIPA_03324	gene	768	yafJ			
NCJPFIPA_03324	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
NCJPFIPA_03325	gene	579	gmhA_2			
NCJPFIPA_03325	CDS	579	gmhA_2	5.3.1.28	COG0279	Phosphoheptose isomerase
NCJPFIPA_03326	gene	2445	fadE			
NCJPFIPA_03326	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
NCJPFIPA_03327	gene	768	yafV			
NCJPFIPA_03327	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
NCJPFIPA_03328	gene	408				
NCJPFIPA_03328	CDS	408				hypothetical protein
NCJPFIPA_03329	gene	720	pagN			
NCJPFIPA_03329	CDS	720	pagN		COG3637	Outer membrane protein PagN
NCJPFIPA_03330	gene	948	dmlR_5			
NCJPFIPA_03330	CDS	948	dmlR_5			HTH-type transcriptional regulator DmlR
NCJPFIPA_03331	gene	612				
NCJPFIPA_03331	CDS	612				hypothetical protein
NCJPFIPA_03332	gene	822				
NCJPFIPA_03332	CDS	822				hypothetical protein
NCJPFIPA_03333	gene	471	afaD			
NCJPFIPA_03333	CDS	471	afaD			Protein AfaD
NCJPFIPA_03334	gene	2511	caf1A			
NCJPFIPA_03334	CDS	2511	caf1A		COG3188	F1 capsule-anchoring protein
NCJPFIPA_03335	gene	714	caf1M			
NCJPFIPA_03335	CDS	714	caf1M		COG3121	Chaperone protein caf1M
NCJPFIPA_03336	gene	501				
NCJPFIPA_03336	CDS	501				hypothetical protein
NCJPFIPA_03337	gene	282				
NCJPFIPA_03337	CDS	282				IS3 family transposase IS1351
NCJPFIPA_03338	gene	198				
NCJPFIPA_03338	CDS	198				hypothetical protein
NCJPFIPA_03339	gene	159				
NCJPFIPA_03339	CDS	159				hypothetical protein
NCJPFIPA_03340	gene	252				
NCJPFIPA_03340	CDS	252				hypothetical protein
NCJPFIPA_03341	gene	276	symE_2			
NCJPFIPA_03341	CDS	276	symE_2	3.1.-.-		Endoribonuclease SymE
NCJPFIPA_03342	gene	438				
NCJPFIPA_03342	CDS	438				hypothetical protein
NCJPFIPA_03343	gene	138				
NCJPFIPA_03343	CDS	138				hypothetical protein
NCJPFIPA_03344	gene	447				
NCJPFIPA_03344	CDS	447				hypothetical protein
NCJPFIPA_03345	gene	774				
NCJPFIPA_03345	CDS	774				hypothetical protein
NCJPFIPA_03346	gene	264				
NCJPFIPA_03346	CDS	264				hypothetical protein
NCJPFIPA_03347	gene	4095	rhsB			
NCJPFIPA_03347	CDS	4095	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
NCJPFIPA_03348	gene	447				
NCJPFIPA_03348	CDS	447				hypothetical protein
NCJPFIPA_03349	gene	2190				
NCJPFIPA_03349	CDS	2190				hypothetical protein
NCJPFIPA_03350	gene	519				
NCJPFIPA_03350	CDS	519				hypothetical protein
NCJPFIPA_03351	gene	387				
NCJPFIPA_03351	CDS	387				hypothetical protein
NCJPFIPA_03352	gene	789				
NCJPFIPA_03352	CDS	789				hypothetical protein
NCJPFIPA_03353	gene	3870				
NCJPFIPA_03353	CDS	3870				hypothetical protein
NCJPFIPA_03354	gene	357				
NCJPFIPA_03354	CDS	357				hypothetical protein
NCJPFIPA_03355	gene	774				
NCJPFIPA_03355	CDS	774				hypothetical protein
NCJPFIPA_03356	gene	1299	pal_2			
NCJPFIPA_03356	CDS	1299	pal_2			Peptidoglycan-associated lipoprotein
NCJPFIPA_03357	gene	1344				
NCJPFIPA_03357	CDS	1344				hypothetical protein
NCJPFIPA_03358	gene	537				
NCJPFIPA_03358	CDS	537				hypothetical protein
NCJPFIPA_03359	gene	486	hcp1_2			
NCJPFIPA_03359	CDS	486	hcp1_2		COG3157	Protein hcp1
NCJPFIPA_03360	gene	384				
NCJPFIPA_03360	CDS	384				hypothetical protein
NCJPFIPA_03361	gene	486				
NCJPFIPA_03361	CDS	486				hypothetical protein
NCJPFIPA_03362	gene	486	hcp1_3			
NCJPFIPA_03362	CDS	486	hcp1_3		COG3157	Protein hcp1
NCJPFIPA_03363	gene	447				
NCJPFIPA_03363	CDS	447				hypothetical protein
NCJPFIPA_03364	gene	1494				
NCJPFIPA_03364	CDS	1494				hypothetical protein
NCJPFIPA_03365	gene	543				
NCJPFIPA_03365	CDS	543				hypothetical protein
NCJPFIPA_03366	gene	2640	clpV1			
NCJPFIPA_03366	CDS	2640	clpV1		COG0542	Protein ClpV1
NCJPFIPA_03367	gene	903				
NCJPFIPA_03367	CDS	903				hypothetical protein
NCJPFIPA_03368	gene	825				
NCJPFIPA_03368	CDS	825				hypothetical protein
NCJPFIPA_03369	gene	495				
NCJPFIPA_03369	CDS	495				hypothetical protein
NCJPFIPA_03370	gene	1884				
NCJPFIPA_03370	CDS	1884				hypothetical protein
NCJPFIPA_03371	gene	996				
NCJPFIPA_03371	CDS	996				hypothetical protein
NCJPFIPA_03372	gene	1056				
NCJPFIPA_03372	CDS	1056				hypothetical protein
NCJPFIPA_03373	gene	77				
NCJPFIPA_03373	tRNA	77				tRNA-Asp(gtc)
NCJPFIPA_03374	gene	741	dnaQ			
NCJPFIPA_03374	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
NCJPFIPA_03375	gene	468	rnhA			
NCJPFIPA_03375	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
NCJPFIPA_03376	gene	723				
NCJPFIPA_03376	CDS	723				hypothetical protein
NCJPFIPA_03377	gene	756	gloB			
NCJPFIPA_03377	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
NCJPFIPA_03378	gene	1221	mltD			
NCJPFIPA_03378	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
NCJPFIPA_03379	gene	771	ycgJ			
NCJPFIPA_03379	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
NCJPFIPA_03380	gene	801				
NCJPFIPA_03380	CDS	801				hypothetical protein
NCJPFIPA_03381	gene	1176	ydhP			
NCJPFIPA_03381	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
NCJPFIPA_03382	gene	915	dmlR_6			
NCJPFIPA_03382	CDS	915	dmlR_6			HTH-type transcriptional regulator DmlR
NCJPFIPA_03383	gene	804	dkgB			
NCJPFIPA_03383	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NCJPFIPA_03384	gene	77				
NCJPFIPA_03384	tRNA	77				tRNA-Asp(gtc)
NCJPFIPA_03385	gene	76				
NCJPFIPA_03385	tRNA	76				tRNA-Asp(gtc)
NCJPFIPA_03386	gene	76				
NCJPFIPA_03386	tRNA	76				tRNA-Trp(cca)
NCJPFIPA_03387	gene	837	hdfR_3			
NCJPFIPA_03387	CDS	837	hdfR_3			HTH-type transcriptional regulator HdfR
NCJPFIPA_03388	gene	339				
NCJPFIPA_03388	CDS	339				hypothetical protein
NCJPFIPA_03389	gene	1521	comM			
NCJPFIPA_03389	CDS	1521	comM		COG0606	Competence protein ComM
NCJPFIPA_03390	gene	1647	ilvG			
NCJPFIPA_03390	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
NCJPFIPA_03391	gene	264	ilvM			
NCJPFIPA_03391	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
NCJPFIPA_03392	gene	930	ilvE			
NCJPFIPA_03392	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
NCJPFIPA_03393	gene	1851	ilvD_2			
NCJPFIPA_03393	CDS	1851	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NCJPFIPA_03394	gene	1545	ilvA			
NCJPFIPA_03394	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NCJPFIPA_03395	gene	318				
NCJPFIPA_03395	CDS	318				hypothetical protein
NCJPFIPA_03396	gene	342				
NCJPFIPA_03396	CDS	342				hypothetical protein
NCJPFIPA_03397	gene	888	gltC_2			
NCJPFIPA_03397	CDS	888	gltC_2			HTH-type transcriptional regulator GltC
NCJPFIPA_03398	gene	1476	ilvC			
NCJPFIPA_03398	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
NCJPFIPA_03399	gene	282	ppiC			
NCJPFIPA_03399	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
NCJPFIPA_03400	gene	2025	rep			
NCJPFIPA_03400	CDS	2025	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
NCJPFIPA_03401	gene	1482	gppA			
NCJPFIPA_03401	CDS	1482	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
NCJPFIPA_03402	gene	1266	rhlB			
NCJPFIPA_03402	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
NCJPFIPA_03403	gene	330	trxA			
NCJPFIPA_03403	CDS	330	trxA		COG0526	Thioredoxin 1
NCJPFIPA_03404	gene	1260	rho			
NCJPFIPA_03404	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NCJPFIPA_03405	gene	1104	wecA			
NCJPFIPA_03405	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
NCJPFIPA_03406	gene	1047	wzzE			
NCJPFIPA_03406	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
NCJPFIPA_03407	gene	1086	wecB			
NCJPFIPA_03407	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
NCJPFIPA_03408	gene	1263	wecC			
NCJPFIPA_03408	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
NCJPFIPA_03409	gene	1068	rffG			
NCJPFIPA_03409	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
NCJPFIPA_03410	gene	225				
NCJPFIPA_03410	CDS	225				hypothetical protein
NCJPFIPA_03411	gene	678	wecD			
NCJPFIPA_03411	CDS	678	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
NCJPFIPA_03412	gene	1131	wecE			
NCJPFIPA_03412	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
NCJPFIPA_03413	gene	1251	wzxE			
NCJPFIPA_03413	CDS	1251	wzxE		COG2244	Lipid III flippase
NCJPFIPA_03414	gene	1080	wecF			
NCJPFIPA_03414	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
NCJPFIPA_03415	gene	1359	wzyE			
NCJPFIPA_03415	CDS	1359	wzyE			putative ECA polymerase
NCJPFIPA_03416	gene	741	wecG			
NCJPFIPA_03416	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
NCJPFIPA_03417	gene	1386	yifK			
NCJPFIPA_03417	CDS	1386	yifK		COG1113	putative transport protein YifK
NCJPFIPA_03418	gene	77				
NCJPFIPA_03418	tRNA	77				tRNA-Arg(ccg)
NCJPFIPA_03419	gene	76				
NCJPFIPA_03419	tRNA	76				tRNA-His(gtg)
NCJPFIPA_03420	gene	87				
NCJPFIPA_03420	tRNA	87				tRNA-Leu(cag)
NCJPFIPA_03421	gene	77				
NCJPFIPA_03421	tRNA	77				tRNA-Pro(tgg)
NCJPFIPA_03422	gene	1200	hemY			
NCJPFIPA_03422	CDS	1200	hemY		COG3071	Protein HemY
NCJPFIPA_03423	gene	1170	hemX			
NCJPFIPA_03423	CDS	1170	hemX		COG2959	Protein HemX
NCJPFIPA_03424	gene	741	hemD			
NCJPFIPA_03424	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
NCJPFIPA_03425	gene	963	hemC			
NCJPFIPA_03425	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
NCJPFIPA_03426	gene	2547	cyaA			
